0.719802 0.809955 1.32329 0.376181 1.09948 0.169417 1.5084 1.38068 1.30059 1.80995 0.784933 0.0570645 0.95637 0.904106 0.907169 0.116538 1.51364 2.03705 0.607357 5.6075 0.715906 0.92241 0.671773 0.252321 0.877824 0.869723 1.21122 0.0491638 0.860822 0.827527 0.399875 0.361666 1.42461 1.3617 1.51971 0.933343 1.16938 1.02116 0.797524 1.43699 0.663981 0.401076 1.01603 0.142048 0.571908 0.938145 0.80517 0.806992 1.15234 1.5889 1.15068 0.210722 0.220021 0.751114 0.0758752 4.41759 0.210577 1.22296 1.14991 0.693637 1.15571 0.122953 1.26662 0.122333 1.47194 1.03877 1.33375 1.97479 0.105904 1.86291 0.550466 1.10344 
0.337421 0.736064 1.34326 1.43727 1.22999 1.40418 0.87072 1.14691 0.826457 1.31048 0.823404 0.820712 1.49526 1.76648 1.01504 0.147309 1.41132 1.95264 1.02759 1.41891 0.401461 0.435865 0.79949 0.378687 0.84913 0.849677 1.05333 1.35127 0.849521 0.829538 0.420437 0.69931 1.67245 0.908845 1.35652 0.264748 0.713789 0.329923 0.907952 0.713734 0.541214 1.11073 1.15465 1.62294 0.634877 0.400126 0.179048 1.3918 1.21476 0.958666 1.23434 0.208843 0.202561 1.22904 0.586528 0.41847 0.0238378 0.822688 0.357386 0.122191 1.31413 2.04021 1.09731 0.634434 1.20421 0.395638 1.58721 0.878657 0.230186 1.35256 0.497561 0.273584 
0.395815 0.12506 0.633502 2.17859 1.14984 1.61915 1.32006 0.414261 1.09001 0.962095 0.810654 0.813223 1.63785 0.875346 1.17624 0.194458 1.22498 0.274228 0.446489 0.0372826 0.657409 0.883365 0.950881 0.475738 0.801292 0.890103 1.38089 2.2402 0.842783 0.850427 0.112065 1.77455 1.30223 0.655756 1.6743 1.28418 0.992088 0.942675 0.981543 0.895977 0.620217 1.39126 1.44022 2.67534 0.634189 0.991537 0.119908 1.84995 1.03357 0.501905 1.07549 0.312715 0.127115 0.887204 1.34931 0.228561 0.303985 0.499306 0.290959 0.294686 1.91334 2.19926 2.98406 1.15874 1.78665 1.33264 1.07261 0.105212 0.159808 1.30937 0.550682 0.359072 
0.532969 0.708098 0.434797 1.41592 1.32582 1.38102 1.83224 0.953295 0.703816 0.0302227 0.817752 0.834567 0.937691 0.836835 0.740079 0.165681 1.15811 0.0606978 0.466706 0.092074 0.770699 1.87919 1.15297 0.238148 0.80293 0.914972 1.43599 1.17758 0.862866 0.907826 0.125696 1.06119 1.03452 0.358747 1.36499 1.0582 1.19417 2.071 0.900043 0.711889 0.682207 0.858892 1.16477 1.27025 0.941258 1.7684 0.0107702 1.30852 0.655455 0.0221127 0.72478 0.106491 0.284473 0.664568 1.11793 0.19891 0.810373 0.80878 0.306699 0.114 1.88184 1.23207 1.99329 3.31411 1.29242 0.995064 0.951588 0.367067 0.107489 0.773532 0.485046 1.65419 
0.34514 0.158955 0.30636 0.547065 0.911612 0.636139 2.0749 2.18095 0.532574 0.172774 0.376154 0.215974 4.10733 0.157235 0.918369 0.0141053 1.0036 0.307798 0.851651 0.80587 0.994557 1.38362 0.82655 0.0630547 0.205945 5.35806 1.35194 0.773903 0.875497 0.954613 0.171281 0.581692 0.955144 1.64309 1.4125 1.16889 1.07396 1.62896 1.28065 1.42886 0.723776 0.600536 1.01991 0.406184 0.90564 1.68984 0.803284 0.816145 0.678065 0.878483 0.832544 0.0410116 0.610351 0.332755 0.971525 0.616303 0.156383 0.632605 0.584262 0.220747 1.30058 0.26331 2.06763 3.2967 1.27646 1.06222 1.18256 0.969273 0.132959 0.82615 0.187619 1.12036 
0.802333 0.804645 0.54156 0.164709 0.790555 0.235088 1.45533 3.70071 0.48751 0.715454 0.823026 0.818433 1.82664 0.101851 1.14124 0.0875193 0.630152 2.03066 0.731378 1.33969 0.581069 1.27225 0.663092 0.293244 0.489577 8.41786 1.02314 0.317799 0.878406 0.825151 0.81972 0.811296 0.956589 1.39173 1.07383 0.0564223 0.905614 1.85277 0.838946 1.25165 0.724683 0.709447 1.13689 0.0886489 0.918554 0.894926 0.29349 0.0358371 0.920801 1.57329 1.09547 0.124919 0.626108 0.055086 0.491767 0.456068 0.00421101 1.61907 0.315078 0.539951 0.667169 0.0423317 1.67924 0.943502 0.908314 0.668215 0.910965 1.9399 0.0737905 1.52417 0.633154 2.22614 
0.158026 1.73881 0.825899 0.542274 1.12224 0.639159 1.56859 1.84269 0.807879 0.717424 0.815515 0.813612 1.5451 2.30974 0.648408 0.171666 0.946157 1.28954 0.672192 1.24222 0.810662 0.300291 0.835624 0.345989 0.854401 0.929599 1.15239 1.06837 0.891614 0.833893 0.502857 0.209756 0.780107 1.44536 1.21311 0.218402 0.88627 0.279677 1.76048 2.26642 0.600952 0.310533 1.08058 1.06481 0.895247 0.287654 0.488077 0.53665 0.820634 1.33871 0.722563 0.204231 0.961303 1.41558 0.708307 0.732747 0.0668799 1.04183 0.0656129 0.550653 1.08886 1.46136 1.49957 0.897712 1.37595 0.871643 0.749217 1.61652 0.0586558 1.18552 0.464936 0.244422 
0.393665 1.54066 0.965313 1.38185 1.28267 1.60287 1.23965 1.01991 1.40454 0.508366 0.812878 0.827625 0.922069 0.828867 0.752372 0.295773 1.11356 0.660093 0.0331942 0.239882 0.984422 1.21373 1.0267 0.191591 0.838443 0.83374 1.43541 1.90182 1.07657 0.347626 1.019 1.48147 0.610439 0.759774 1.50931 0.995291 1.14622 0.771282 1.22458 1.46282 1.26075 1.08227 1.64697 2.10243 1.35812 0.950705 0.624222 1.09087 0.699523 0.744264 0.508302 0.282686 1.06709 1.59169 0.253457 0.605119 0.419238 0.174753 0.110476 0.707699 1.03532 1.65791 5.08605 1.73678 1.04504 0.73447 0.54929 0.735618 0.809259 0.816167 1.22852 0.711671 
0.80334 0.687445 1.57359 1.38885 1.3785 1.26397 1.25051 1.11091 0.978213 0.133329 0.181358 0.33231 0.689465 0.503237 0.870985 0.0108982 0.973031 0.00567582 0.126603 0.578769 1.06892 1.67951 0.634091 0.0738897 0.871731 0.884335 1.68548 1.17682 1.45174 1.65683 0.984753 0.860056 0.635893 0.311212 1.39637 1.46511 1.54454 1.65966 1.1748 1.63819 1.42819 1.57214 1.65566 1.12595 1.56058 1.44425 0.902787 1.20995 0.940625 0.51885 0.580485 0.0443251 1.02027 0.683048 0.466233 0.447029 0.805951 0.818718 0.132305 0.342778 1.13201 0.713214 1.56158 1.61736 1.01648 0.790458 0.656572 0.090722 0.170663 0.60328 1.19667 1.23109 
0.976258 0.165332 1.5717 0.744181 1.49466 1.56299 1.36638 1.60341 1.38103 0.303241 0.407266 0.396413 1.16614 0.621511 0.935178 0.142276 0.761058 0.0944398 0.146716 0.360704 1.00517 1.691 0.718961 0.194739 0.899303 0.883981 1.36465 0.458806 0.869351 0.924802 1.10982 0.498085 0.622896 0.568478 1.31319 1.09337 1.30389 1.78608 0.960374 2.53848 0.962793 1.50216 1.21094 0.443256 1.18735 1.52666 1.01809 0.86399 0.913173 0.705171 0.491745 0.0116928 0.977848 0.0622945 0.867509 0.82842 0.105125 0.376368 0.42006 0.546553 0.999541 0.0568233 2.18742 1.48714 1.18849 1.17977 0.68445 0.219326 0.00912467 0.643667 0.994313 1.23308 
